gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,customerID - Copy,Multiple lines,Streaming Tv,Tenure Band,Customer Type,Risk Type
Female,1,No,No,3,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,86.85,220.95,Yes,4140-Muhug,No,Yes,0-6 Months,New Customer,High Risk
Female,1,Yes,No,26,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),85.7,2067,No,0869-Paprp,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),85.55,85.55,Yes,0235-Kgslc,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,20,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),90.7,1781.35,No,3771-Pzobw,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,7,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,74.9,490.55,No,1475-Vwvdo,No,No,6-12 Months,Existing Customer,Normal
Female,0,No,No,14,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,80.45,1072,Yes,9921-Zvrhg,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,2,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,91.45,171.45,No,4927-Wwooz,Yes,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,7,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,75.15,525,No,8325-Qrpzr,No,No,6-12 Months,Existing Customer,Normal
Male,1,No,No,19,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,79.85,1471.75,Yes,4283-Futgf,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,2,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,76.4,151.8,Yes,7598-Uaasy,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,24,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),88.95,2072.75,No,0581-Mdmpw,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,22,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),87,1850.65,No,0428-Ikycp,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),73.5,73.5,Yes,9747-Ddzos,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,51,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),80,4242.35,Yes,1591-Nfnlq,Yes,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,44,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,89.2,4040.2,No,5857-Tybcj,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,14,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,76.45,1117.55,No,7901-Hxjva,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,34,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,87.45,2874.15,Yes,5498-Txhlf,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,75.55,75.55,No,5043-Trzwm,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,13,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,83.2,1060.6,Yes,0689-Nkylf,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,4,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,73.75,325.45,Yes,4585-Hetai,No,No,0-6 Months,New Customer,High Risk
Male,1,Yes,No,2,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,74.2,140.1,No,2880-Fpnae,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,40,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,81.2,3292.3,No,6080-Tcmyc,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,24,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,79.65,1928.7,No,2203-Ghnwn,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,7,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),89.35,631.85,Yes,7479-Nitws,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,No,No,3,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),73.6,232.5,No,8617-Enbds,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,4,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,73.9,280.85,Yes,0004-Tlhlj,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,2,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,78.55,149.55,Yes,1304-Necvq,Yes,No,0-6 Months,New Customer,High Risk
Female,1,No,No,6,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,74.4,434.1,Yes,4505-Exzhb,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,4,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),74.8,321.9,Yes,2984-Miizl,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,34,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,84.05,2909.95,No,3192-Lnkrk,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,85.45,85.45,Yes,5597-Glbuc,No,Yes,0-6 Months,New Customer,High Risk
Male,1,Yes,No,5,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),79.9,343.95,Yes,0495-Zbngw,Yes,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,22,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,88.75,1885.15,No,9054-Fownv,Yes,Yes,12+Months,Existing Customer,Normal
Female,1,No,No,14,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),80.35,1058.1,No,5599-Hvltw,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,74.9,74.9,Yes,6996-Knsml,No,No,0-6 Months,New Customer,High Risk
Male,1,No,No,8,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,81.25,585.95,Yes,8808-Eleho,Yes,No,6-12 Months,Existing Customer,Normal
Male,0,Yes,Yes,9,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),79.35,661.25,Yes,4910-Aqffx,Yes,No,6-12 Months,Existing Customer,Normal
Female,1,Yes,No,32,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,79.3,2570,No,9029-Fegvj,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,8,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),74.05,600.15,No,4480-Qqrhc,No,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,5,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,92.5,452.7,Yes,2462-Xiijb,Yes,Yes,0-6 Months,New Customer,High Risk
Male,0,Yes,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),75.35,75.35,No,1746-Tgtwv,No,No,0-6 Months,New Customer,High Risk
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,75.3,0,Yes,9940-Rhlfb,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,20,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,88.7,1761.45,Yes,5366-Ijeqj,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,16,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),90.8,1442.2,No,0112-Qawrz,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,32,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,78.9,2447.95,Yes,9465-Rwmxl,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,5,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,84.85,415.55,Yes,6060-Drtnl,No,Yes,0-6 Months,New Customer,High Risk
Female,0,Yes,No,55,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,77.75,4458.15,Yes,5536-Slhpm,Yes,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,21,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),86.55,1857.25,No,7658-Uyuqs,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,76.2,76.2,Yes,9444-Jtxhz,No,No,0-6 Months,New Customer,High Risk
Male,0,No,No,15,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,85.3,1219.85,No,6719-Oxybr,No,Yes,12+Months,Existing Customer,Normal
Female,1,Yes,Yes,11,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),78.1,864.85,No,7072-Mbhev,Yes,No,6-12 Months,Existing Customer,Normal
Female,1,Yes,No,20,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,90.8,1951,Yes,1891-Uawwu,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,17,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),80.05,1345.65,No,7129-Cakjw,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,17,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,88.25,1460.65,Yes,0378-Nhqxu,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.85,84.85,Yes,2202-Cuyxz,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,9,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,73.8,704.3,No,6339-Ypsah,No,No,6-12 Months,Existing Customer,Normal
Female,1,No,No,9,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,90.1,816.8,No,6969-Mvbai,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,1,No,No,3,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,91.05,289.1,Yes,1389-Cxmlu,Yes,Yes,0-6 Months,New Customer,High Risk
Female,1,Yes,No,2,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,79.2,172.85,Yes,5561-Nwevx,Yes,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,28,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,85.45,2289.9,No,1785-Bphtp,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,11,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,89.2,990.3,No,1173-Xzpyf,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,No,No,42,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,79.9,3313.4,No,9003-Cpath,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,27,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,81.3,2272.8,No,5022-Kvdqt,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,79.55,79.55,Yes,6618-Ryatb,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,No,23,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,81,1917.1,Yes,7703-Zekef,Yes,No,12+Months,Existing Customer,Normal
Male,1,Yes,No,34,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),85.2,2874.45,No,0666-Uxtjo,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,1,Yes,Fiber Optic,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,76.35,76.35,Yes,6910-Hadcm,No,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,30,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),82.05,2570.2,No,4767-Hzzhq,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,43,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,91.65,3954.1,No,5712-Ahqnn,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,13,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,79.25,1111.65,Yes,1918-Zbfqj,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,4,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),84.8,371.9,Yes,0219-Ytzue,Yes,No,0-6 Months,New Customer,High Risk
Female,1,Yes,No,55,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,85.45,4874.7,Yes,0533-Bnwkf,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,23,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,84.25,1968.1,No,5016-Iberq,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,16,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),89.45,1430.25,Yes,2311-Qymuq,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,13,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,81.15,952.3,Yes,9625-Qstye,No,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,29,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,85.8,2440.25,No,9885-Aibvb,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,5,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,85.3,424.15,Yes,2952-Qayzf,Yes,No,0-6 Months,New Customer,High Risk
Male,0,Yes,Yes,63,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),80.3,4896.35,No,2796-Uuzzo,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,55,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,81.55,4509.5,No,6968-Gmkpr,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,44,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),84.8,3862.55,Yes,4720-Vstsi,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,24,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),84.85,2048.8,No,3737-Xbqdd,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,25,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),89.15,2257.75,Yes,5419-Klxbn,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,69,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),85.4,5869.4,No,1170-Sasml,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,47,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),83.35,4065,Yes,6173-Itpwd,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,37,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,92.95,3415.25,No,7483-Iqwib,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,28,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),96.6,2684.35,No,6635-Cpnun,Yes,Yes,12+Months,Existing Customer,Normal
Female,1,No,No,65,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),95.45,6223.3,No,9776-Ojuzi,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,14,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,82.65,1185,No,4559-Uwiht,Yes,No,12+Months,Existing Customer,Normal
Female,1,No,No,27,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),86.45,2401.05,No,0141-Yeays,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,No,60,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,95.75,5742.9,Yes,0407-Bdjkb,Yes,Yes,12+Months,Existing Customer,Normal
Female,1,Yes,No,12,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,98.1,1060.2,Yes,2454-Rpbrz,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,Yes,Yes,49,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),90.4,4494.65,No,5131-Ponji,No,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,No,30,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,79.65,2365.15,Yes,4248-Hcetz,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,55,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),94.45,5073.1,No,7271-Ajdtl,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,13,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.45,1058.6,Yes,4822-Ngoch,Yes,No,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,34,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,89.85,3091.75,No,7682-Azndk,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,9,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,80.55,653.9,No,0570-Bfqht,No,No,6-12 Months,Existing Customer,Normal
Male,0,Yes,No,40,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,80,3168.75,No,0585-Egdda,No,No,12+Months,Existing Customer,Normal
Female,0,No,No,18,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,77.8,1358.6,No,4465-Vdkiq,No,No,12+Months,Existing Customer,Normal
Female,1,Yes,No,50,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,95.05,4888.7,Yes,5889-Jtmul,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,31,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,93.8,3019.5,Yes,8914-Rbtsb,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,Yes,51,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.2,4146.05,Yes,8623-Tmrby,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,59,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,83.25,4949.1,No,7346-Medwm,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,6,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,94.05,518.75,No,6137-Nicco,Yes,Yes,0-6 Months,New Customer,High Risk
Male,1,Yes,Yes,68,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.65,5683.6,No,4098-Naukp,Yes,No,12+Months,Existing Customer,Normal
Male,0,No,No,8,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,94,773.65,Yes,1567-Dscic,Yes,Yes,6-12 Months,Existing Customer,Normal
Male,0,No,No,19,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,78.25,1490.95,Yes,4013-Tldhq,No,No,12+Months,Existing Customer,Normal
Female,0,Yes,No,2,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),79.7,165,Yes,8642-Gvwrf,No,No,0-6 Months,New Customer,High Risk
Female,1,No,No,17,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,89.15,1496.9,Yes,1792-Uxafy,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,38,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,94.65,3624.3,Yes,2037-Sgxhh,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,44,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),88.15,3973.2,No,9688-Ygxvr,No,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,12,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.5,916.9,Yes,5520-Fvewj,Yes,No,6-12 Months,Existing Customer,Normal
Female,0,Yes,Yes,58,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,91.55,5511.65,No,4001-Tsbtv,No,Yes,12+Months,Existing Customer,Normal
Female,0,No,Yes,4,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),84.05,333.55,Yes,1565-Rhdjd,Yes,No,0-6 Months,New Customer,High Risk
Male,0,No,Yes,22,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,89.4,2001.5,Yes,1902-Xbtfb,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,26,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,89.8,2335.3,Yes,9526-Jawyf,No,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,9,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,79.9,741.7,Yes,0727-Iwkvk,No,No,6-12 Months,Existing Customer,Normal
Male,0,No,No,33,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),79,2576.8,No,6538-Pochl,No,No,12+Months,Existing Customer,Normal
Male,0,No,No,13,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,79.8,973.45,Yes,5364-Evnib,No,No,12+Months,Existing Customer,Normal
Female,1,No,No,47,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),85.2,3969.35,Yes,7248-Vzqlc,Yes,No,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,36,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),97.35,3457.9,Yes,9445-Szlch,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,No,42,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),95.25,3959.35,Yes,7547-Eknfs,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,No,No,33,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),83.85,2716.3,Yes,5813-Uecbu,Yes,No,12+Months,Existing Customer,Normal
Female,0,No,No,1,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,82.3,82.3,Yes,0742-Nxbgr,No,No,0-6 Months,New Customer,High Risk
Female,0,Yes,No,13,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,94.1,1215.6,Yes,0023-Xuopt,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,Yes,40,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),96.35,3915.4,No,4657-Fwvfy,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,Yes,No,52,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),94.6,5025.8,No,4070-Okwvh,Yes,Yes,12+Months,Existing Customer,Normal
Female,1,Yes,No,42,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,95.55,3930.6,No,4690-Pkdqg,Yes,Yes,12+Months,Existing Customer,Normal
Female,0,No,No,40,Yes,Fiber Optic,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),93.4,3756.4,No,1685-Bqula,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,49,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),103.7,5036.3,Yes,0280-Xjgex,Yes,Yes,12+Months,Existing Customer,Normal
Male,1,Yes,No,2,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),95.5,181.65,No,4929-Xihvw,No,Yes,0-6 Months,New Customer,High Risk
Female,0,No,No,11,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),97.85,1105.4,Yes,8168-Uqwwf,Yes,Yes,6-12 Months,Existing Customer,Normal
Female,0,Yes,Yes,15,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),105.35,1559.25,No,5947-Sgkcl,Yes,Yes,12+Months,Existing Customer,Normal
Male,0,Yes,Yes,18,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-To-Month,No,Mailed Check,95.15,1779.95,Yes,9512-Uibfx,No,Yes,12+Months,Existing Customer,Normal
Male,0,No,No,5,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),96.5,492.55,Yes,1010-Diauq,No,Yes,0-6 Months,New Customer,High Risk
Male,0,No,No,44,Yes,Fiber Optic,No,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,90.4,4063,No,8782-Lkfpk,Yes,No,12+Months,Existing Customer,Normal
